sequence,base_HOTA,experiment_HOTA,HOTA_delta,base_DetA,experiment_DetA,DetA_delta,base_AssA,experiment_AssA,AssA_delta,base_DetRe,experiment_DetRe,DetRe_delta,base_DetPr,experiment_DetPr,DetPr_delta,base_MOTA,experiment_MOTA,MOTA_delta,base_IDF1,experiment_IDF1,IDF1_delta,base_IDSW,experiment_IDSW,IDSW_delta,base_Frag,experiment_Frag,Frag_delta,base_CLR_FP,experiment_CLR_FP,CLR_FP_delta,base_CLR_FN,experiment_CLR_FN,CLR_FN_delta,base_GT_Dets,experiment_GT_Dets,GT_Dets_delta,det_HOTA_delta,cls_HOTA_delta,base_raw_precision,experiment_raw_precision,raw_precision_delta,base_raw_recall,experiment_raw_recall,raw_recall_delta,base_raw_f1,experiment_raw_f1,raw_f1_delta,base_raw_loc_iou,experiment_raw_loc_iou,raw_loc_iou_delta,base_pair_precision,experiment_pair_precision,pair_precision_delta,base_pair_recall,experiment_pair_recall,pair_recall_delta,cause
data36-10,58.521217385838234,58.14429439815421,-0.37692298768402566,52.357610617788566,51.95764702247242,-0.39996359531614445,70.11219032455558,69.64037217225805,-0.47181815229753,59.45497124660075,59.346085871712226,-0.10888537488852279,68.57693727694138,68.25491719973694,-0.32202007720444215,61.123817444640814,60.52084416259487,-0.6029732820459444,71.09168360386447,71.24704573891283,0.15536213504836383,250.0,268.0,18.0,977.0,941.0,-36.0,2335.0,2408.0,73.0,4894.0,4919.0,25.0,19238.0,19238.0,0.0,-0.37692298768402566,3.3817499999999896,78.11137032153363,75.99513381995133,-2.116236501582293,80.0602973282046,81.17787711820355,1.1175797899989561,79.07382688161003,78.50105559465166,-0.5727712869583712,74.11638659869759,74.19255733418547,0.076170735487878,99.50565983665281,99.5326771932309,0.027017356578085128,74.44390845259153,75.34437476550356,0.9004663129120303,association-dominant
data36-11,56.01789210832714,54.522425429306644,-1.4954666790204953,45.00177034952056,42.6665675960969,-2.3352027534236655,74.61310254992645,74.26135718202804,-0.3517453678984168,51.01697525379959,48.53761683073315,-2.4793584230664436,67.02200504217373,66.7655206126772,-0.25648442949653827,48.77335133918523,47.029034436191765,-1.744316902993468,67.66773162939297,65.02020070376645,-2.6475309256265263,82.0,87.0,5.0,429.0,391.0,-38.0,1174.0,1097.0,-77.0,3296.0,3523.0,227.0,8886.0,8886.0,0.0,-1.4954666790204953,1.245500000000007,79.80830670926518,79.51151607188054,-0.29679063738464606,70.27909070447895,70.70672968714833,0.4276389826693787,74.74118843875293,74.85108410769598,0.10989566894305369,73.69241638370066,73.7960963535917,0.1036799698910329,99.33572710951526,99.09349448986848,-0.242232619646785,64.39711359404097,64.88594040968343,0.48882681564245445,detection-dominant
data36-12,62.92543458650537,63.9129547478137,0.987520161308332,50.09553585316917,50.56635128517746,0.470815432008294,79.76691207695093,81.37585653528231,1.6089444583313792,59.7585155406052,58.87243439854508,-0.8860811420601209,69.44762267988813,72.0967228762329,2.649100196344776,52.89685632631852,54.429722005715774,1.5328656793972542,72.11283340315599,72.65446224256293,0.5416288394069397,18.0,14.0,-4.0,60.0,42.0,-18.0,629.0,517.0,-112.0,1166.0,1223.0,57.0,3849.0,3849.0,0.0,0.987520161308332,2.858249999999998,83.10005184033177,82.98593017196455,-0.11412166836721838,83.29436217199273,82.7487659132242,-0.5455962587685264,83.19709355131698,82.86717835306361,-0.32991519825337434,82.53907336965575,83.06030456029359,0.5212311906378346,99.93506493506493,99.63648380700594,-0.2985811280589843,82.01438848920863,80.3357314148681,-1.6786570743405207,improved
data36-13,66.21670856302909,67.32563356610846,1.1089250030793778,57.91347132009705,57.86989455141689,-0.04357676868016114,76.45749231502892,79.21562510862032,2.7581327935914004,65.73625073920756,66.16203429923121,0.42578356002364615,73.59152598477327,73.69738488900597,0.10585890423270428,68.20224719101124,66.74157303370787,-1.460674157303373,80.71216617210682,79.98815867377147,-0.7240074983353537,8.0,8.0,0.0,35.0,34.0,-1.0,184.0,201.0,17.0,374.0,383.0,9.0,1780.0,1780.0,0.0,1.1089250030793778,0.26522500000000093,82.18142548596113,82.46289169873558,0.28146621277444694,85.50561797752809,84.26966292134831,-1.235955056179776,83.81057268722468,83.35648791330925,-0.4540847739154259,79.69494418359794,80.53312620483338,0.8381820212354398,99.86168741355463,100.0,0.13831258644536604,83.85598141695702,81.93960511033683,-1.9163763066201938,detection-only
data36-4,62.841410537645935,60.27443210451358,-2.5669784331323555,58.48939630961802,56.42184533597418,-2.06755097364384,69.76250685008182,67.09835647161421,-2.6641503784676104,65.8475499092559,63.44303286953015,-2.4045170397257536,72.80441636158517,71.26896607965641,-1.5354502819287603,68.727969348659,64.727969348659,-4.0,76.15981974007163,72.8017188956906,-3.3581008443810276,124.0,164.0,40.0,570.0,639.0,69.0,1355.0,1503.0,148.0,2602.0,2936.0,334.0,13050.0,13050.0,0.0,-2.5669784331323555,1.9551250000000024,83.22789576743486,81.02521390171879,-2.202681865716073,84.68199233716474,82.0,-2.6819923371647434,83.94864782740808,81.50969265338766,-2.438955174020421,77.6246910931128,76.07294109406878,-1.55174999904402,99.7850722938648,99.8268486453453,0.04177635148049319,80.34927627438641,77.10037759597232,-3.2488986784140934,association-dominant
data36-5,64.62498396546927,62.83555254635036,-1.7894314191189125,58.42987193937117,57.36280297104713,-1.0670689683240369,73.0751630182135,70.1571397020841,-2.918023316129407,67.81556844516483,67.38154880711576,-0.4340196380490653,71.68344590289281,70.9098982893151,-0.7735476135777191,67.05268516161873,63.883939933825395,-3.1687452277933303,76.31441276484436,73.97063621533442,-2.34377654950994,71.0,115.0,44.0,221.0,249.0,28.0,1047.0,1166.0,119.0,1471.0,1557.0,86.0,7858.0,7858.0,0.0,-1.7894314191189125,3.072362499999997,84.82485456120807,81.08854980175417,-3.736304759453901,87.21048612878594,85.88699414609316,-1.3234919826927865,86.00112944719834,83.41882454730857,-2.5823048998897633,79.41850551023403,79.85061116216868,0.43210565193464845,99.81403998140401,99.42992874109264,-0.3841112403113698,84.25114453891432,82.13211249182473,-2.11903204708959,association-dominant
data37-1,69.76837822658273,67.07671563100601,-2.691662595576716,64.74399514096092,62.098067522982134,-2.645927617978785,76.277145836621,73.74391279862542,-2.5332330379955863,72.69075271978829,68.65113201999412,-4.03962069979417,78.2067301989007,79.24264150623213,1.0359113073314319,74.0782122905028,70.34916201117318,-3.729050279329627,79.55121245023525,75.49203023273216,-4.059182217503093,98.0,110.0,12.0,197.0,277.0,80.0,1302.0,1111.0,-191.0,2312.0,3025.0,713.0,14320.0,14320.0,0.0,-2.691662595576716,7.434100000000001,87.9520590899589,89.02781888132584,1.0757597913669485,88.14245810055866,84.02932960893855,-4.1131284916201025,88.04715566251615,86.45638741198448,-1.5907682505316671,83.35408442647812,83.12665006293045,-0.22743436354767255,99.95124725765824,99.83735661701763,-0.11389064064060506,87.2535111363314,82.72804653142289,-4.525464604908507,detection-dominant
data37-10,83.84189044719713,80.84705450347539,-2.994835943721739,82.77418305345027,80.47293039911084,-2.301252654339436,85.25087560833354,81.59093100123131,-3.659944607102233,87.17397401140505,85.15939048331308,-2.0145835280919755,90.07377355984593,88.56104704152438,-1.512726518321557,91.82948490230906,90.60834813499112,-1.2211367673179438,90.6013765090827,87.94567062818336,-2.6557058808993332,11.0,10.0,-1.0,31.0,30.0,-1.0,106.0,120.0,14.0,251.0,293.0,42.0,4504.0,4504.0,0.0,-2.994835943721739,-1.450499999999991,95.96231493943472,93.27786292971317,-2.6844520097215536,94.9822380106572,94.58259325044405,-0.39964476021314965,95.46976121401472,93.92569727703672,-1.5440639369780058,89.96489487837455,88.71063295382342,-1.2542619245511304,100.0,99.83132530120483,-0.16867469879517216,94.96712763545682,93.92428020856948,-1.0428474268873344,association-dominant
data37-11,79.08610524173444,74.33668633716334,-4.749418904571101,76.03207091551106,75.14019004210081,-0.8918808734102441,82.73278165859956,74.06440787790274,-8.668373780696825,82.86652111128086,82.92369184971983,0.05717073843896969,84.9099576806149,83.5653586168876,-1.3445990637273013,85.3169772450604,84.14645566064239,-1.1705215844180117,87.82522155348089,80.79526226734347,-7.029959286137412,43.0,113.0,70.0,139.0,152.0,13.0,634.0,749.0,115.0,891.0,831.0,-60.0,10679.0,10679.0,0.0,-4.749418904571101,3.969875000000002,95.12013410318495,91.82942125067193,-3.2907128525130247,95.64565970596497,95.98276992227737,0.33711021631239646,95.38217304010831,93.86017123758069,-1.522001802527626,88.17717911840063,87.65667869325999,-0.5205004251406393,99.97013142174433,99.55694290605176,-0.41318851569256765,95.56486152089083,94.09917198058437,-1.4656895403064567,association-dominant
data37-12,83.77277331852243,79.94149570957329,-3.8312776089491365,78.94494389990545,77.56710341089918,-1.3778404890062745,89.16547034346492,82.67060871057551,-6.49486163288941,86.6454484293329,85.80448170573926,-0.8409667235936382,85.22091010892802,84.6804055261881,-0.5405045827399277,88.54473942969518,86.47984267453293,-2.064896755162252,93.2228181374939,87.57020757020757,-5.652610567286331,3.0,8.0,5.0,12.0,18.0,6.0,132.0,147.0,15.0,98.0,120.0,22.0,2034.0,2034.0,0.0,-3.8312776089491365,-0.0018749999999982947,93.56343283582089,93.17865429234338,-0.38477854347750906,98.62340216322517,98.72173058013766,0.09832841691249428,96.02680708472955,95.87013607066126,-0.1566710140682943,88.74494596649099,88.92504113885867,0.18009517236768602,100.0,99.84496124031008,-0.15503875968991565,98.57868020304569,98.07106598984771,-0.5076142131979822,association-dominant
data37-2,64.15532446859608,61.458553555455765,-2.6967709131403126,65.56859486641876,63.28257218880478,-2.2860226776139854,65.0869160076875,61.65159651719445,-3.4353194904930575,73.64752363482432,72.19980245519966,-1.447721179624665,75.82957208995991,74.21603798214994,-1.6135341078099685,78.82037533512064,72.88650580875782,-5.933869526362827,74.5489164928824,68.88929153832215,-5.659624954560243,120.0,233.0,113.0,123.0,166.0,43.0,452.0,566.0,114.0,613.0,718.0,105.0,5595.0,5595.0,0.0,-2.6967709131403126,1.4263750000000002,89.5685323167562,85.3904282115869,-4.178104105169311,92.38605898123325,90.88471849865952,-1.501340482573724,90.95548125989794,88.05194805194805,-2.9035332079498914,80.11294542701005,80.14058831808109,0.027642891071039344,98.77632898696088,97.70187644950454,-1.074452537456338,89.73938399854201,84.45416438855476,-5.2852196099872515,association-dominant
data39-1,59.81960438101759,54.81644621443698,-5.0031581665806115,51.76769713506598,46.32574918769238,-5.441947947373599,73.16128086301156,67.54492346270409,-5.616357400307464,56.6826649312617,50.361994631090866,-6.320670300170832,70.66220464455938,72.73261278195487,2.0704081373954892,60.278207109737245,54.86862442040186,-5.409582689335387,77.01543739279589,68.4931506849315,-8.522286707864382,3.0,9.0,6.0,26.0,17.0,-9.0,63.0,42.0,-21.0,191.0,241.0,50.0,647.0,647.0,0.0,-5.0031581665806115,-1.1989999999999998,81.94207836456559,73.77049180327869,-8.171586561286901,74.34312210200927,69.55177743431221,-4.791344667697061,77.9578606158833,71.59904534606206,-6.35881526982125,73.4338112624668,76.47513228323724,3.0413210207704395,99.76580796252928,99.22879177377892,-0.5370161887503571,70.18121911037892,63.59143327841845,-6.589785831960469,association-dominant
data39-2,49.952580652518066,48.52561278844252,-1.426967864075543,37.26165155470451,34.525180157106114,-2.736471397598393,66.98273556349662,68.2286746353052,1.2459390718085785,70.56277056277057,71.12098427887904,0.5582137161084688,39.182692307692314,35.871064123190074,-3.31162818450224,5.411255411255411,-5.627705627705628,-11.038961038961038,65.37867078825347,64.29608127721336,-1.082589511040112,5.0,2.0,-3.0,19.0,11.0,-8.0,401.0,470.0,69.0,31.0,16.0,-15.0,462.0,462.0,0.0,-1.426967864075543,-0.2060000000000004,41.96342637151107,40.27027027027027,-1.6931561012408025,94.37229437229438,96.75324675324676,2.3809523809523796,58.094603597601605,56.87022900763359,-1.224374589968015,72.48236103188417,71.46562611563361,-1.016734916250556,100.0,100.0,0.0,89.20704845814979,92.51101321585902,3.303964757709238,detection-only
data39-3,48.39400506936403,49.47652948305959,1.082524413695566,46.28991984482958,46.97703328682588,0.6871134419962956,51.03356205823213,52.77697419374881,1.7434121355166852,53.98981324278438,56.21350780570624,2.223694562921864,59.00348463592342,58.040104322544785,-0.9633803133786358,53.81589299763966,50.43273013375295,-3.38316286388671,68.77567789646673,67.62589928057554,-1.1497786158911936,21.0,22.0,1.0,62.0,57.0,-5.0,229.0,284.0,55.0,337.0,324.0,-13.0,1271.0,1271.0,0.0,1.082524413695566,0.11874999999999947,66.02521566025216,56.31549917264203,-9.70971648761013,78.28481510621558,80.33044846577498,2.045633359559403,71.63426925845933,66.21271076523995,-5.421558493219379,67.76674029890017,68.3634819461071,0.596741647206926,99.7752808988764,99.77578475336323,0.0005038544868227746,72.13647441104793,72.29894394800975,0.16246953696182231,improved
data39-6,63.92717569043009,61.385663947083636,-2.5415117433464545,51.72724353157042,50.01818379313833,-1.7090597384320958,81.06352974629893,77.26538582994823,-3.7981439163506963,61.79655369878703,59.284710292050605,-2.511843406736425,66.7838757770964,66.15545486232138,-0.6284209147750204,56.47873392680515,48.91196834817013,-7.566765578635021,76.49627536604162,70.68335941575377,-5.812915950287845,5.0,7.0,2.0,77.0,81.0,4.0,362.0,408.0,46.0,513.0,618.0,105.0,2022.0,2022.0,0.0,-2.5415117433464545,-2.383874999999996,75.15557683101962,70.41108986615679,-4.74448696486283,77.64589515331355,72.8486646884273,-4.7972304648862405,76.38044271466796,71.60913952357802,-4.771303191089942,77.38086834004162,77.61181664184616,0.2309483018045455,100.0,99.92673992673993,-0.073260073260073,73.68686868686869,68.88888888888889,-4.7979797979798064,association-dominant
data40-3,65.69468255373401,64.56459137851583,-1.1300911752181833,53.807899402952195,55.676749617085605,1.8688502141334098,81.57985361536637,76.41701210216173,-5.16284151320464,63.68842105263157,66.22315789473684,2.534736842105275,69.58962090541038,69.21316669600422,-0.3764542094061625,62.08,63.519999999999996,1.4399999999999977,79.86633249791144,77.6778413736713,-2.1884911242401444,2.0,3.0,1.0,17.0,20.0,3.0,91.0,99.0,8.0,144.0,126.0,-18.0,625.0,625.0,0.0,-1.1300911752181833,3.4793749999999974,84.37978560490046,76.51933701657458,-7.86044858832588,88.16000000000001,88.64,0.47999999999998977,86.2284820031299,82.1349147516679,-4.093567251461991,79.3371702873988,78.81899032513157,-0.5181799622672401,100.0,100.0,0.0,85.06711409395973,84.06040268456377,-1.0067114093959617,association-only
data40-4,40.42695476411745,39.991238781404434,-0.43571598271301326,34.665574770237555,32.22686392163538,-2.4387108486021774,48.17596751045469,51.966383929959306,3.7904164195046164,41.677177693689565,38.061384397813704,-3.6157932958758607,51.516583199470844,52.462989305094574,0.9464061056237298,34.38634713144517,31.045751633986928,-3.340595497458242,57.76796467282216,55.85016835016835,-1.9177963226538068,29.0,23.0,-6.0,136.0,102.0,-34.0,626.0,560.0,-66.0,1152.0,1316.0,164.0,2754.0,2754.0,0.0,-0.43571598271301326,0.390625,60.36036036036037,56.340341655716166,-4.020018704644201,65.68627450980392,62.273057371096584,-3.4132171387073384,62.910798122065735,59.1583304587789,-3.7524676632868363,64.99869171622677,65.64268537843193,0.6439936622051619,99.29667519181585,99.12043301759134,-0.17624217422451238,59.22959572845157,55.873379099923724,-3.3562166285278465,detection-only
data40-5,71.01227777482883,72.55826407004741,1.545986295218583,65.12941121310843,68.70478692200196,3.5753757088935316,78.1384391567102,77.42538463625918,-0.7130545204510241,75.95012922932331,76.80039943609023,0.8502702067669219,75.46583397779173,79.09558378705384,3.6297498092621083,74.44196428571429,81.25,6.808035714285708,81.40731469892921,84.90939977349944,3.502085074570232,17.0,14.0,-3.0,71.0,65.0,-6.0,461.0,277.0,-184.0,438.0,381.0,-57.0,3584.0,3584.0,0.0,1.545986295218583,4.222374999999992,79.37285644292014,77.92697290930506,-1.4458835336150742,90.40178571428571,92.29910714285714,1.8973214285714306,84.52908948604227,84.50632264657044,-0.022766839471827893,83.48337445086167,82.81189363687429,-0.6714808139873867,99.967958987504,99.93730407523512,-0.030654912268886392,88.56088560885608,90.49105875674141,1.930173147885327,association-only
data41-1,77.96969015077062,75.20699837422474,-2.7626917765458785,68.15419024734983,64.66486024262859,-3.489330004721239,89.75525859721773,87.94322410407922,-1.812034493138512,85.23995940263885,83.26808757430767,-1.9718718283311745,72.97666335650446,69.80673392488148,-3.1699294316229754,69.42148760330579,65.28925619834712,-4.132231404958674,85.89580686149937,84.17085427135679,-1.7249525901425784,0.0,0.0,0.0,7.0,8.0,1.0,86.0,98.0,12.0,25.0,28.0,3.0,363.0,363.0,0.0,-2.7626917765458785,-6.438875000000003,76.05321507760532,66.47173489278752,-9.581480184817792,94.49035812672176,93.93939393939394,-0.5509641873278213,84.27518427518427,77.85388127853882,-6.421302996645451,87.34890276202307,86.16581424917818,-1.1830885128448898,100.0,100.0,0.0,92.69005847953217,91.22807017543859,-1.4619883040935804,detection-dominant
data42-1,72.92791984959266,72.3382720202663,-0.5896478293263527,66.62165672713009,64.89466060938992,-1.7269961177401711,80.76231749009742,81.4345083256866,0.672190835589177,74.67130423580751,73.88307850857065,-0.7882257272368633,79.68108321734798,77.9618537870099,-1.7192294303380748,76.3806027229616,73.78002141655193,-2.6005813064096657,84.1822632867409,83.80458686773484,-0.37767641900606463,71.0,44.0,-27.0,145.0,125.0,-20.0,531.0,664.0,133.0,942.0,1006.0,64.0,6537.0,6537.0,0.0,-0.5896478293263527,0.16582500000000522,88.50557620817844,87.27780226237697,-1.2277739458014736,91.05094079853143,90.88266789046963,-0.16827290806179462,89.76021716181572,89.04376498800958,-0.7164521738061325,84.69696380468699,84.62398225967355,-0.0729815450134339,99.77128782547501,99.75194897236003,-0.019338853114987842,90.33131570563874,89.67824147817777,-0.6530742274609764,detection-only
data42-2,67.8092526956762,68.11093433671088,0.30168164103469053,60.21623561228468,61.572081783643604,1.3558461713589267,78.85054889475201,77.76310019051105,-1.0874487042409555,69.05510593329552,69.57575132738802,0.5206453940924973,73.55791670098564,75.13150936569345,1.5735926647078031,70.95984329089127,73.11459353574926,2.1547502448579934,82.59661530689569,83.19349097381134,0.5968756669156505,16.0,18.0,2.0,64.0,63.0,-1.0,226.0,190.0,-36.0,351.0,341.0,-10.0,2042.0,2042.0,0.0,0.30168164103469053,0.6430000000000007,83.95360077332045,84.67083133109082,0.7172305577703781,85.06366307541626,86.28795298726737,1.2242899118511161,84.50498662126003,85.47174387581858,0.9667572545585443,79.17018120343839,79.64557883521029,0.475397631771898,99.81331673926572,99.75384615384615,-0.05947058541956096,82.51028806584361,83.38477366255144,0.874485596707828,association-only
data42-3,79.64646765126626,80.88926588593067,1.2427982346644058,74.92389455221733,75.92190470819867,0.9980101559813335,85.45515914325028,86.8145645204051,1.3594053771548147,78.89941254046276,80.59385365463774,1.6944411141749782,85.66407775415456,85.8060673105561,0.14198955640154054,87.62338648443432,87.77524677296887,0.15186028853455014,90.51383399209486,91.85591229444009,1.3420783023452287,9.0,5.0,-4.0,16.0,17.0,1.0,25.0,38.0,13.0,129.0,118.0,-11.0,1317.0,1317.0,0.0,1.2427982346644058,0.4507500000000064,96.73306772908367,92.68849961919268,-4.044568109890989,92.17919514047077,92.40698557327259,0.2277904328018252,94.40124416796267,92.54752851711027,-1.8537156508524077,84.83831750235137,85.95113657007795,1.1128190677265763,100.0,99.91334488734836,-0.08665511265164128,91.7329093799682,91.65341812400636,-0.07949125596184103,improved
data46-11,46.91762987979368,47.25129235980464,0.33366248001095755,32.66859353229136,35.45283119055342,2.7842376582620574,68.64702932995786,64.87756650982979,-3.7694628201280693,38.93331680201682,43.007597517547296,4.074280715530477,58.71116512417811,58.83993780332658,0.12877267914846868,27.143044104174844,31.1215809449025,3.9785368407276565,53.462385898646524,54.317253893845454,0.85486799519893,51.0,75.0,24.0,218.0,204.0,-14.0,1471.0,1566.0,95.0,4045.0,3622.0,-423.0,7641.0,7641.0,0.0,0.33366248001095755,-1.1383124999999978,67.94305351006382,66.75504492561497,-1.188008584448852,54.33843737730663,59.3116084282162,4.973171050909571,60.38394415357766,62.813582813582805,2.4296386600051463,76.1021208153546,76.35575074838953,0.2536299330349294,99.61160020714655,99.24723594448365,-0.3643642626629031,51.27965875766463,56.23833644361503,4.958677685950406,association-only
data46-12,60.74931221534436,60.18205241495611,-0.5672598003882499,45.083533366902095,44.94292855055016,-0.14060481635193867,83.74026613191259,82.36383586977139,-1.3764302621411986,50.19407605933183,50.81327110577145,0.6191950464396214,73.2492666644189,70.94859428682034,-2.300672377598559,49.539069359086916,49.648814749780506,0.10974539069358968,69.26282886168273,69.52295689985931,0.2601280381765747,7.0,7.0,0.0,69.0,81.0,12.0,429.0,497.0,68.0,1863.0,1790.0,-73.0,4556.0,4556.0,0.0,-0.5672598003882499,6.903450000000003,86.44214162348878,81.47195059186825,-4.97019103162053,65.91308165057067,69.49078138718174,3.5776997366110663,74.79452054794521,75.0059227671168,0.21140221917158897,80.35651698424454,79.37102598954165,-0.9854909947028858,99.96496145760337,100.0,0.0350385423966344,64.11235955056179,67.50561797752809,3.393258426966298,association-dominant
data47-1,51.27213720411446,61.5266271680227,10.254489963908242,47.60895132452605,58.56055126314953,10.951599938623474,63.83902082717815,71.89099707838974,8.051976251211592,55.62687205819425,66.5169020111254,10.890029952931144,60.01846722068329,67.0621225194133,7.043655298730002,47.15447154471545,73.17073170731707,26.016260162601625,62.0253164556962,77.9591836734694,15.933867217773198,8.0,2.0,-6.0,18.0,12.0,-6.0,52.0,31.0,-21.0,70.0,33.0,-37.0,246.0,246.0,0.0,10.254489963908242,2.067249999999998,66.30434782608695,60.0,-6.304347826086953,74.39024390243902,87.8048780487805,13.41463414634147,70.11494252873564,71.2871287128713,1.1721861841356542,68.75604187733815,71.82285619761657,3.066814320278425,99.35897435897436,100.0,0.6410256410256352,64.58333333333334,81.66666666666667,17.08333333333333,improved
data47-2,59.06245943833737,54.61708061274603,-4.445378825591341,48.974078286758434,40.10569111592267,-8.868387170835767,73.82073241062889,76.44362204546611,2.6228896348372217,58.07570502186699,50.542904539285175,-7.532800482581813,68.12914639540027,60.25439345588567,-7.8747529395146,54.15472779369628,38.25214899713467,-15.902578796561613,70.22428460943541,62.79703934553954,-7.427245263895877,10.0,9.0,-1.0,40.0,23.0,-17.0,212.0,314.0,102.0,418.0,539.0,121.0,1396.0,1396.0,0.0,-4.445378825591341,-3.223087500000002,81.22769450392576,77.15112075198843,-4.076573751937332,81.51862464183381,76.43266475644698,-5.085959885386828,81.37289953521632,76.79021230658509,-4.5826872286312295,79.27664094760046,78.89318752382735,-0.3834534237731049,99.72273567467653,99.40828402366864,-0.31445165100788586,79.33823529411764,74.11764705882354,-5.220588235294102,detection-only
data47-3,65.20500675637308,58.98770130460016,-6.217305451772923,53.72708948526913,47.82170697621759,-5.905382509051542,80.60376453514898,73.81217156379817,-6.791592971350809,61.406153907195424,56.95637510663202,-4.449778800563408,73.18532179505365,68.59067778388322,-4.5946440111704305,61.28910667169243,49.792687523558236,-11.496419148134194,77.35191637630662,68.98682042833609,-8.36509594797053,6.0,18.0,12.0,40.0,50.0,10.0,297.0,432.0,135.0,724.0,882.0,158.0,2653.0,2653.0,0.0,-6.217305451772923,-4.859249999999999,87.12587125871258,79.68316831683168,-7.442702941880896,80.09800226159065,75.83867320015078,-4.259329061439871,83.46425765907306,77.71340285824643,-5.75085480082663,81.46725319737898,82.15971610584772,0.692462908468741,99.9020568070519,99.7898055701524,-0.11225123689951033,78.61271676300578,73.17919075144509,-5.433526011560687,association-dominant
data47-4,65.19651898224544,63.02789063446058,-2.1686283477848534,57.607045338653236,55.1170425223548,-2.4900028162984356,75.92248647770292,74.26960193470255,-1.6528845430003685,69.19428200129954,67.0890188434048,-2.10526315789474,68.35044929396662,66.8414578882631,-1.5089914057035259,66.91358024691358,58.2716049382716,-8.641975308641982,79.2638036809816,74.3068391866913,-4.95696449429029,12.0,7.0,-5.0,39.0,38.0,-1.0,133.0,167.0,34.0,123.0,164.0,41.0,810.0,810.0,0.0,-2.1686283477848534,-1.6999999999999957,67.48350612629595,62.466487935656836,-5.017018190639114,88.39506172839506,86.29629629629629,-2.098765432098773,76.53661143773382,72.47278382581648,-4.063827611917347,77.19916581025336,77.56006773667828,0.3609019264249156,100.0,99.84152139461173,-0.15847860538826808,86.20689655172413,83.55437665782493,-2.6525198938991963,detection-dominant
data48-1,64.73243578314283,64.22259853823317,-0.5098372449096615,62.31388604374437,62.36045562754771,0.046569583803339754,68.79784275641252,66.3896059104747,-2.4082368459378216,70.71321519880102,67.90972405889096,-2.803491139910065,67.11572253367918,67.57017543859651,0.45445290491733203,84.25460636515912,87.10217755443887,2.8475711892797477,90.86460032626428,93.23308270676691,2.368482380502627,4.0,2.0,-2.0,11.0,19.0,8.0,61.0,39.0,-22.0,29.0,36.0,7.0,597.0,597.0,0.0,-0.5098372449096615,-0.146250000000002,73.67741935483872,78.5615491009682,4.884129746129474,95.64489112227805,95.14237855946399,-0.5025125628140614,83.23615160349854,86.06060606060606,2.824454457107521,71.8407286565927,69.39260136388557,-2.4481272927071274,99.81684981684981,99.62264150943396,-0.19420830741584894,94.29065743944636,91.34948096885813,-2.941176470588232,association-only
data49-2,64.72253265158054,65.20126765604607,0.4787350044655341,51.06297805899743,50.18657547749373,-0.8764025815036973,82.28572507160484,84.9256809669623,2.63995589535746,58.14086687306501,59.55572755417957,1.4148606811145612,75.56534685337195,71.90677332535887,-3.658573528013079,52.20588235294118,47.94117647058824,-4.264705882352942,71.47606382978722,70.36679536679536,-1.1092684629918637,13.0,6.0,-7.0,58.0,66.0,8.0,414.0,590.0,176.0,1198.0,1174.0,-24.0,3400.0,3400.0,0.0,0.4787350044655341,4.294750000000008,80.3157894736842,71.62576687116564,-8.690022602518567,67.32352941176471,68.67647058823529,1.3529411764705799,73.24799999999999,70.12012012012012,-3.1278798798798704,86.3329591697457,86.37847068302764,0.045511513281937255,99.90954319312529,99.81981981981983,-0.08972337330546054,66.4560770156438,66.66666666666666,0.21058965102285754,detection-only
