sequence,base_HOTA,experiment_HOTA,HOTA_delta,base_DetA,experiment_DetA,DetA_delta,base_AssA,experiment_AssA,AssA_delta,base_DetRe,experiment_DetRe,DetRe_delta,base_DetPr,experiment_DetPr,DetPr_delta,base_MOTA,experiment_MOTA,MOTA_delta,base_IDF1,experiment_IDF1,IDF1_delta,base_IDSW,experiment_IDSW,IDSW_delta,base_Frag,experiment_Frag,Frag_delta,base_CLR_FP,experiment_CLR_FP,CLR_FP_delta,base_CLR_FN,experiment_CLR_FN,CLR_FN_delta,base_GT_Dets,experiment_GT_Dets,GT_Dets_delta,det_HOTA_delta,cls_HOTA_delta,base_raw_precision,experiment_raw_precision,raw_precision_delta,base_raw_recall,experiment_raw_recall,raw_recall_delta,base_raw_f1,experiment_raw_f1,raw_f1_delta,base_raw_loc_iou,experiment_raw_loc_iou,raw_loc_iou_delta,base_pair_precision,experiment_pair_precision,pair_precision_delta,base_pair_recall,experiment_pair_recall,pair_recall_delta,cause
data30-2,62.383287653917584,61.740391403363795,-0.6428962505537896,54.71814471650811,54.44375153381746,-0.2743931826906447,72.6963826107486,71.78364824942193,-0.9127343613266703,61.57660297737662,60.52279920290705,-1.0538037744695714,72.35774597446245,73.03073593685907,0.6729899623966276,64.05345211581292,64.16481069042315,0.1113585746102359,76.11599085549273,75.02131287297527,-1.094677982517453,43.0,58.0,15.0,177.0,207.0,30.0,451.0,391.0,-60.0,1120.0,1160.0,40.0,4490.0,4490.0,0.0,-0.6428962505537896,5.161875000000002,81.81614349775785,81.23877917414721,-0.577364323610638,81.26948775055679,80.62360801781738,-0.6458797327394166,81.54189944134077,80.93002459199643,-0.6118748493443462,77.58868282268303,76.7864228124365,-0.8022600102465276,99.84898822108124,99.84615384615385,-0.0028343749273886942,77.49648382559775,76.06657290201593,-1.429910923581815,association-dominant
data30-3,59.47488530426598,62.78355212055061,3.308666816284628,52.996498775814196,55.83273478692943,2.8362360111152327,67.93389032707724,71.90510791610639,3.971217589029152,59.29639157338526,61.06236529235903,1.7659737189737754,72.11980787444188,74.69975844588849,2.5799505714466164,63.85733157199471,69.0885072655218,5.231175693527085,73.48122372045816,78.55792993167611,5.076706211217953,45.0,35.0,-10.0,109.0,99.0,-10.0,325.0,222.0,-103.0,998.0,913.0,-85.0,3785.0,3785.0,0.0,3.308666816284628,8.9748625,84.08219178082192,85.21927449918788,1.13708271836596,81.08322324966974,83.17040951122854,2.0871862615587986,82.55548083389374,84.18237732317155,1.6268964892778115,76.98425302684365,76.85354351015168,-0.13070951669196518,99.64875307341062,99.89697802197803,0.24822494856741173,78.47856154910097,80.47026279391424,1.991701244813271,improved
data30-4,67.55438238166671,64.8332277463153,-2.721154635351411,59.39587161936991,57.155989238699355,-2.239882380670558,77.79152386021464,74.70442007117603,-3.0871037890386077,67.32441703336683,64.4658882228613,-2.8585288105055326,73.046992481203,70.93349091671591,-2.1135015644870947,73.33772218564846,71.36273864384464,-1.974983541803823,84.41247002398082,82.73840317296084,-1.6740668510199725,10.0,11.0,1.0,47.0,59.0,12.0,281.0,291.0,10.0,519.0,568.0,49.0,3038.0,3038.0,0.0,-2.721154635351411,-2.9891250000000014,90.78903928689337,90.18302828618968,-0.6060110007036883,90.52007899934166,89.2034233048058,-1.3166556945358678,90.65435965056865,89.69055105080258,-0.9638085997660681,78.97630407742479,76.29926511021227,-2.6770389672125106,99.96172981247608,99.84332158245202,-0.11840823002405898,88.81332879972798,86.67120027201632,-2.1421285277116624,association-dominant
data30-5,57.34774874721688,57.1587435808995,-0.1890051663173864,44.80515260332073,44.92782691389552,0.12267431057479428,75.13879311292762,74.0865813911825,-1.0522117217451097,49.91076032205607,49.83341926783801,-0.07734105421805992,70.23497237260703,70.95380618929298,0.7188338166859438,51.7709118311982,53.69253956292389,1.9216277317256925,69.95594713656388,71.09340416113325,1.1374570245693718,6.0,5.0,-1.0,67.0,52.0,-15.0,253.0,217.0,-36.0,1021.0,1007.0,-14.0,2654.0,2654.0,0.0,-0.1890051663173864,6.002562499999996,71.41726049089469,76.60190161223646,5.18464112134177,67.97287113790505,69.819140919367,1.846269781461956,69.65250965250965,73.05342006702149,3.4009104145118414,76.00821792530081,75.88435197827049,-0.12386594703032472,99.87908101571948,99.76553341148886,-0.11354760423061805,64.45571595786188,66.40655481857198,1.9508388607100926,association-only
data30-9,57.30457895312624,55.05033085458745,-2.2542480985387883,45.66864383458831,42.58838475283781,-3.080259081750498,74.22104189350345,73.30219397120698,-0.9188479222964787,51.60038235379313,48.386582857804946,-3.2137994959881837,68.56153180025017,67.81212576369579,-0.749406036554376,51.926252063841495,47.11062190423775,-4.815630159603742,70.27790861987752,66.48466356190782,-3.793245057969699,24.0,27.0,3.0,104.0,93.0,-11.0,412.0,427.0,15.0,1311.0,1468.0,157.0,3634.0,3634.0,0.0,-2.2542480985387883,-1.383500000000005,73.5067162046299,72.8679906542056,-0.6387255504242972,70.77600440286186,68.6571271326362,-2.118877270225653,72.11551941679518,70.69991499008216,-1.415604426713017,75.29323380447715,75.87254688158662,0.579313077109461,99.1813873330461,99.82363315696648,0.6422458239203763,66.53179190751445,65.4335260115607,-1.0982658959537446,detection-dominant
data31-1,38.782093231684506,43.40156495560308,4.619471723918572,35.551586387476945,36.40397333275665,0.8523869452797044,42.52128268984619,51.848446200206276,9.327163510360087,42.077057595757886,45.151463868674895,3.0744062729170096,52.13531837562033,51.562198028731565,-0.5731203468887642,29.36763129689175,35.048231511254016,5.680600214362265,54.68564650059312,61.94285714285714,7.25721064226402,5.0,4.0,-1.0,69.0,53.0,-16.0,237.0,243.0,6.0,417.0,359.0,-58.0,933.0,933.0,0.0,4.619471723918572,0.5775000000000006,63.576881134133046,64.48692152917505,0.9100403950420031,62.486602357985,68.70310825294747,6.216505894962474,63.027027027027025,66.52828230409963,3.501255277072609,64.28574007675435,66.1411460483223,1.8554059715679472,100.0,100.0,0.0,52.70562770562771,59.84848484848485,7.142857142857139,improved
data33-1,47.3812132022647,51.81115359589964,4.429940393634936,48.738682648483774,56.721943206048095,7.983260557564321,46.11063776850971,47.49100771793448,1.380369949424768,66.0738604502123,67.74813746695504,1.6742770167427494,55.441285205350546,65.64974382859803,10.208458623247488,54.03348554033486,69.86301369863014,15.829528158295282,61.38888888888889,63.670411985018724,2.281523096129831,16.0,25.0,9.0,11.0,12.0,1.0,206.0,97.0,-109.0,80.0,76.0,-4.0,657.0,657.0,0.0,4.429940393634936,0.55375,50.598290598290596,74.47073474470734,23.872444146416747,90.10654490106545,91.01978691019787,0.9132420091324178,64.8056923918993,81.91780821917808,17.112115827278785,73.40430146196505,75.02996241455791,1.6256609525928667,100.0,100.0,0.0,87.9746835443038,85.60126582278481,-2.37341772151899,improved
data34-1,34.76755849955837,37.13113207472827,2.3635735751699016,39.27313338910029,41.89239278211201,2.619259393011724,34.66085039730358,36.67525823713425,2.0144078398306746,45.11804384485666,47.68882577438536,2.5707819295286995,60.360970107163006,60.355295452375465,-0.0056746547875405895,33.75210792580101,38.035413153457,4.283305227655987,38.002412545235224,41.109698082991855,3.1072855377566313,456.0,420.0,-36.0,809.0,906.0,97.0,2203.0,2220.0,17.0,5198.0,4709.0,-489.0,11860.0,11860.0,0.0,2.3635735751699016,-6.521000000000001,64.04484838189076,65.91782194755304,1.872973565662278,63.57504215851601,66.55143338954468,2.9763912310286713,63.809080522997505,66.23311236049341,2.424031837495903,70.59265156051721,69.64092150816205,-0.9517300523551597,98.12606473594549,99.08541082755569,0.9593460916102003,55.095652173913045,58.40869565217391,3.313043478260866,improved
data34-2,58.21441311865464,59.370780043255756,1.156366924601116,46.799356879699175,49.80318568878686,3.003828809087686,75.8531229716513,74.52393200110353,-1.3291909705477707,53.90041683844075,56.751866611698965,2.851449773258217,68.69836821671483,68.53168127886715,-0.16668693784767186,47.95474325500435,52.785030461270665,4.830287206266313,68.1297244574494,71.74482266127113,3.6150982038217307,23.0,20.0,-3.0,79.0,100.0,21.0,339.0,335.0,-4.0,834.0,730.0,-104.0,2298.0,2298.0,0.0,1.156366924601116,5.747500000000006,73.1629392971246,73.71908127208481,0.5561419749602123,69.75630983463881,72.62837249782419,2.8720626631853747,71.41902428157718,73.16966242875932,1.7506381471821442,77.08539748314539,75.3560499620159,-1.7293475211294833,99.36619718309859,99.79353062629043,0.4273334431918414,64.42922374429224,66.21004566210046,1.7808219178082112,association-only
data34-3,44.22792205000888,43.67732234817012,-0.5505997018387561,41.75828668083598,41.73377340285185,-0.024513277984127058,50.17258570289054,50.12678985948512,-0.04579584340541487,48.1672208255616,48.7409780228692,0.5737571973076001,57.916676824065725,57.33193427610712,-0.584742547958605,33.05084745762712,33.20493066255778,0.1540832049306573,56.74027339642481,55.25713095981678,-1.4831424366080341,75.0,73.0,-2.0,207.0,220.0,13.0,613.0,636.0,23.0,1050.0,1025.0,-25.0,2596.0,2596.0,0.0,-0.5505997018387561,-9.297437500000001,59.01920438957477,58.80124009645195,-0.21796429312281873,66.29429892141756,65.75500770416025,-0.5392912172573148,62.44557329462991,62.08401527550465,-0.36155801912526186,68.04648537117336,68.50450026415895,0.45801489298558806,99.04552129221733,99.12023460410558,0.07471331188824593,54.373236598145915,54.49415558242644,0.12091898428052161,association-dominant
data36-10,58.521217385838234,57.51830939900766,-1.0029079868305715,52.357610617788566,51.83110691518873,-0.5265037025998396,70.11219032455558,68.43414663456849,-1.678043689987092,59.45497124660075,58.557350857130345,-0.8976203894704042,68.57693727694138,68.76610400375253,0.18916672681115188,61.123817444640814,60.578022663478535,-0.5457947811622788,71.09168360386447,70.28635597978663,-0.8053276240778331,250.0,264.0,14.0,977.0,1033.0,56.0,2335.0,2232.0,-103.0,4894.0,5088.0,194.0,19238.0,19238.0,0.0,-1.0029079868305715,1.9604999999999961,78.11137032153363,79.37068383612856,1.2593135145949361,80.0602973282046,79.45732404615865,-0.6029732820459515,79.07382688161003,79.41398031015405,0.34015342854401354,74.11638659869759,73.89422153656074,-0.2221650621368525,99.50565983665281,99.56912028725314,0.06346045060033134,74.44390845259153,74.3152704078898,-0.1286380447017308,association-dominant
data36-11,56.01789210832714,54.3457579062659,-1.6721342020612369,45.00177034952056,43.05428462569632,-1.9474857238242436,74.61310254992645,73.28408595674102,-1.329016593185429,51.01697525379959,48.46772569506143,-2.549249558738161,67.02200504217373,67.5265303427902,0.5045253006164643,48.77335133918523,48.368219671393206,-0.4051316677920269,67.66773162939297,65.71016771488469,-1.9575639145082846,82.0,68.0,-14.0,429.0,378.0,-51.0,1174.0,1006.0,-168.0,3296.0,3514.0,218.0,8886.0,8886.0,0.0,-1.6721342020612369,-0.21437499999999687,79.80830670926518,80.78436349790583,0.9760567886406477,70.27909070447895,71.62952959711907,1.3504388926401276,74.74118843875293,75.93200119296154,1.1908127542086078,73.69241638370066,73.60770398813818,-0.08471239556247667,99.33572710951526,99.59762071378586,0.2618936042705968,64.39711359404097,66.25931098696462,1.8621973929236475,detection-dominant
data36-12,62.92543458650537,63.96861765287686,1.0431830663714905,50.09553585316917,50.70594737992703,0.6104115267578649,79.76691207695093,81.2903793653717,1.5234672884207754,59.7585155406052,59.7462088580766,-0.012306682528603119,69.44762267988813,70.38970244711871,0.942079767230581,52.89685632631852,54.01402961808262,1.1171732917640966,72.11283340315599,74.08656548622822,1.9737320830722354,18.0,6.0,-12.0,60.0,49.0,-11.0,629.0,591.0,-38.0,1166.0,1173.0,7.0,3849.0,3849.0,0.0,1.0431830663714905,5.388874999999999,83.10005184033177,84.70277410832232,1.6027222679905435,83.29436217199273,83.29436217199273,0.0,83.19709355131698,83.9926643961226,0.7955708448056242,82.53907336965575,82.2526416215518,-0.28643174810395067,99.93506493506493,100.0,0.06493506493507084,82.01438848920863,81.66799893418599,-0.3463895550226397,improved
data36-13,66.21670856302909,67.1304294070049,0.9137208439758098,57.91347132009705,57.68873734025167,-0.22473397984538224,76.45749231502892,78.96531832472763,2.507826009698718,65.73625073920756,66.2448255470136,0.5085748078060419,73.59152598477327,72.47436353637627,-1.1171624483969964,68.20224719101124,67.24719101123596,-0.9550561797752835,80.71216617210682,81.06838861168183,0.35622243957500643,8.0,6.0,-2.0,35.0,46.0,11.0,184.0,212.0,28.0,374.0,365.0,-9.0,1780.0,1780.0,0.0,0.9137208439758098,-0.06093750000000142,82.18142548596113,82.88682340076544,0.7053979148043084,85.50561797752809,85.1685393258427,-0.3370786516853883,83.81057268722468,84.01219174286506,0.20161905564037852,79.69494418359794,79.41533098523173,-0.27961319836620646,99.86168741355463,99.85915492957747,-0.0025324839771627694,83.85598141695702,82.34610917537746,-1.5098722415795578,detection-only
data36-4,62.841410537645935,61.82767773842782,-1.0137327992181113,58.48939630961802,56.528647350622094,-1.9607489589959286,69.76250685008182,69.92860355899268,0.1660967089108567,65.8475499092559,63.739060294414195,-2.1084896148417087,72.80441636158517,71.66319779806196,-1.1412185635232106,68.727969348659,65.67816091954023,-3.0498084291187695,76.15981974007163,75.2646307336659,-0.8951890064057295,124.0,124.0,0.0,570.0,615.0,45.0,1355.0,1456.0,101.0,2602.0,2899.0,297.0,13050.0,13050.0,0.0,-1.0137327992181113,1.0720000000000027,83.22789576743486,81.648393194707,-1.5795025727278613,84.68199233716474,82.74329501915709,-1.9386973180076552,83.94864782740808,82.19219790675548,-1.7564499206525994,77.6246910931128,76.70837634347089,-0.9163147496419128,99.7850722938648,99.91956565453448,0.13449336066967987,80.34927627438641,78.17809943360604,-2.171176840780376,detection-only
data36-5,64.62498396546927,66.21636474138994,1.591380775920669,58.42987193937117,59.62838835161698,1.1985164122458087,73.0751630182135,74.98342775963769,1.9082647414241904,67.81556844516483,69.01314115015205,1.1975727049872233,71.68344590289281,73.18559556786704,1.502149664974226,67.05268516161873,67.7271570374141,0.6744718757953763,76.31441276484436,77.95389048991355,1.6394777250691845,71.0,68.0,-3.0,221.0,218.0,-3.0,1047.0,1010.0,-37.0,1471.0,1458.0,-13.0,7858.0,7858.0,0.0,1.591380775920669,-2.5268874999999937,84.82485456120807,83.62164151637835,-1.2032130448297238,87.21048612878594,86.73962840417408,-0.4708577246118608,86.00112944719834,85.15210194265725,-0.849027504541084,79.41850551023403,80.83566562078582,1.4171601105517908,99.81403998140401,99.81343283582089,-0.0006071455831175854,84.25114453891432,83.97645519947679,-0.27468933943752916,improved
data37-1,69.76837822658273,66.74490601526566,-3.0234722113170704,64.74399514096092,60.540139885964884,-4.203855254996036,76.277145836621,74.81198899859174,-1.4651568380292588,72.69075271978829,67.0019847103793,-5.688768009408989,78.2067301989007,78.99460077825057,0.787870579349871,74.0782122905028,68.33798882681565,-5.740223463687158,79.55121245023525,75.64422277639235,-3.906989673842901,98.0,130.0,32.0,197.0,301.0,104.0,1302.0,1115.0,-187.0,2312.0,3289.0,977.0,14320.0,14320.0,0.0,-3.0234722113170704,-2.839649999999999,87.9520590899589,89.39450921399022,1.4424501240313248,88.14245810055866,82.99581005586593,-5.146648044692725,88.04715566251615,86.07640774941156,-1.9707479131045886,83.35408442647812,83.06843765932544,-0.28564676715268433,99.95124725765824,99.91315675206252,-0.03809050559571858,87.2535111363314,81.6073201872606,-5.6461909490707995,detection-dominant
data37-10,83.84189044719713,83.18072157908843,-0.6611688681087031,82.77418305345027,81.80301230376342,-0.9711707496868485,85.25087560833354,85.11485027380458,-0.13602533452896637,87.17397401140505,85.5660465551089,-1.607927456296153,90.07377355984593,90.12850179705578,0.054728237209843655,91.82948490230906,91.71847246891652,-0.11101243339254552,90.6013765090827,90.54669703872437,-0.0546794703583231,11.0,7.0,-4.0,31.0,29.0,-2.0,106.0,69.0,-37.0,251.0,297.0,46.0,4504.0,4504.0,0.0,-0.6611688681087031,0.3272499999999994,95.96231493943472,96.68859151735087,0.7262765779161526,94.9822380106572,94.64920071047958,-0.33303730017762234,95.46976121401472,95.65802760013464,0.18826638611992053,89.96489487837455,89.2120515929857,-0.7528432853888489,100.0,100.0,0.0,94.96712763545682,94.64973928814328,-0.31738834731353904,detection-dominant
data37-11,79.08610524173444,79.86428541418093,0.7781801724464827,76.03207091551106,75.64316514064147,-0.3889057748695848,82.73278165859956,84.87331164191019,2.1405299833106284,82.86652111128086,82.11098023173862,-0.755540879542238,84.9099576806149,84.95089690900377,0.0409392283888792,85.3169772450604,86.00992602303586,0.6929487779754595,87.82522155348089,88.94814532641303,1.1229237729321397,43.0,49.0,6.0,139.0,122.0,-17.0,634.0,544.0,-90.0,891.0,901.0,10.0,10679.0,10679.0,0.0,0.7781801724464827,5.468750000000007,95.12013410318495,94.80843975569128,-0.3116943474936704,95.64565970596497,95.93594905890065,0.29028935293567315,95.38217304010831,95.36886199674191,-0.0133110433664001,88.17717911840063,87.39729608703185,-0.779883031368783,99.97013142174433,99.96015142458657,-0.00997999715775677,95.56486152089083,95.49823926905873,-0.06662225183210069,detection-only
data37-12,83.77277331852243,83.74686182333299,-0.025911495189433253,78.94494389990545,78.75010020014493,-0.19484369976052562,89.16547034346492,89.42846081540458,0.2629904719396592,86.6454484293329,85.89504735289552,-0.7504010764373845,85.22091010892802,85.30787417763158,0.08696406870355133,88.54473942969518,89.62635201573255,1.081612586037366,93.2228181374939,94.61048505634493,1.3876669188510249,3.0,1.0,-2.0,12.0,9.0,-3.0,132.0,112.0,-20.0,98.0,98.0,0.0,2034.0,2034.0,0.0,-0.025911495189433253,2.058,93.56343283582089,94.48633364750235,0.9229008116814583,98.62340216322517,98.57423795476893,-0.04916420845623293,96.02680708472955,96.48700673724736,0.46019965251780093,88.74494596649099,88.03178073866223,-0.7131652278287532,100.0,100.0,0.0,98.57868020304569,98.3248730964467,-0.2538071065989982,detection-only
data37-2,64.15532446859608,61.61181837854852,-2.5435060900475577,65.56859486641876,62.75950200845809,-2.809092857960671,65.0869160076875,63.60332278598943,-1.4835932216980794,73.64752363482432,71.27604534123513,-2.371478293589192,75.82957208995991,73.7406571161632,-2.0889149737967045,78.82037533512064,75.53172475424486,-3.2886505808757818,74.5489164928824,70.76251931291466,-3.786397179967736,120.0,150.0,30.0,123.0,163.0,40.0,452.0,516.0,64.0,613.0,703.0,90.0,5595.0,5595.0,0.0,-2.5435060900475577,0.9589999999999961,89.5685323167562,89.48109058927001,-0.08744172748619405,92.38605898123325,90.92046470062556,-1.4655942806076894,90.95548125989794,90.19503546099291,-0.7604457989050246,80.11294542701005,78.70237922377581,-1.4105662032342394,98.77632898696088,98.29198861325742,-0.4843403737034606,89.73938399854201,88.09914342992528,-1.6402405686167327,detection-dominant
