sequence,base_HOTA,experiment_HOTA,HOTA_delta,base_DetA,experiment_DetA,DetA_delta,base_AssA,experiment_AssA,AssA_delta,base_DetRe,experiment_DetRe,DetRe_delta,base_DetPr,experiment_DetPr,DetPr_delta,base_MOTA,experiment_MOTA,MOTA_delta,base_IDF1,experiment_IDF1,IDF1_delta,base_IDSW,experiment_IDSW,IDSW_delta,base_Frag,experiment_Frag,Frag_delta,base_CLR_FP,experiment_CLR_FP,CLR_FP_delta,base_CLR_FN,experiment_CLR_FN,CLR_FN_delta,base_GT_Dets,experiment_GT_Dets,GT_Dets_delta,det_HOTA_delta,cls_HOTA_delta,base_raw_precision,experiment_raw_precision,raw_precision_delta,base_raw_recall,experiment_raw_recall,raw_recall_delta,base_raw_f1,experiment_raw_f1,raw_f1_delta,base_raw_loc_iou,experiment_raw_loc_iou,raw_loc_iou_delta,base_pair_precision,experiment_pair_precision,pair_precision_delta,base_pair_recall,experiment_pair_recall,pair_recall_delta,cause
data39-1,59.81960438101759,53.79253379001224,-6.027070591005348,51.76769713506598,44.278302642213816,-7.489394492852163,73.16128086301156,70.55845422566705,-2.6028266373445064,56.6826649312617,49.96339380135037,-6.719271129911327,70.66220464455938,66.78990865593738,-3.8722959886219996,60.278207109737245,46.831530139103556,-13.446676970633689,77.01543739279589,67.37400530503979,-9.641432087756101,3.0,9.0,6.0,26.0,25.0,-1.0,63.0,86.0,23.0,191.0,249.0,58.0,647.0,647.0,0.0,-6.027070591005348,-1.4876250000000013,81.94207836456559,72.54901960784314,-9.393058756722453,74.34312210200927,68.6244204018547,-5.718701700154568,77.9578606158833,70.5321683876092,-7.425692228274102,73.4338112624668,73.32687234287863,-0.10693891958817403,99.76580796252928,99.74811083123426,-0.017697131295022928,70.18121911037892,65.23887973640856,-4.942339373970356,detection-dominant
data39-2,49.952580652518066,51.53677558530835,1.5841949327902825,37.26165155470451,41.21594159483805,3.954290040133543,66.98273556349662,64.46443344918617,-2.518302114310444,70.56277056277057,67.38437001594897,-3.1784005468215923,39.182692307692314,43.8472942920682,4.664601984375885,5.411255411255411,31.601731601731604,26.190476190476193,65.37867078825347,73.03754266211604,7.658871873862566,5.0,0.0,-5.0,19.0,14.0,-5.0,401.0,282.0,-119.0,31.0,34.0,3.0,462.0,462.0,0.0,1.5841949327902825,0.23987499999999962,41.96342637151107,52.23160434258143,10.268177971070358,94.37229437229438,93.72294372294373,-0.6493506493506516,58.094603597601605,67.07978311386522,8.985179516263614,72.48236103188417,69.62887546516457,-2.8534855667195984,100.0,100.0,0.0,89.20704845814979,90.30837004405286,1.1013215859030794,association-only
data39-3,48.39400506936403,47.305420011216206,-1.088585058147821,46.28991984482958,41.61115119352398,-4.678768651305603,51.03356205823213,54.489866149487355,3.4563040912552268,53.98981324278438,50.35819288583379,-3.6316203569505916,59.00348463592342,55.802321846464466,-3.201162789458955,53.81589299763966,42.95830055074744,-10.85759244689222,68.77567789646673,64.26799007444168,-4.507687822025048,21.0,21.0,0.0,62.0,54.0,-8.0,229.0,290.0,61.0,337.0,414.0,77.0,1271.0,1271.0,0.0,-1.088585058147821,-0.12375000000000025,66.02521566025216,56.71200473092844,-9.313210929323716,78.28481510621558,75.45239968528718,-2.832415420928399,71.63426925845933,64.75354490209317,-6.880724356366159,67.76674029890017,68.03407114799347,0.2673308490932982,99.7752808988764,100.0,0.22471910112359694,72.13647441104793,65.80016246953696,-6.336311941510971,detection-only
data39-6,63.92717569043009,62.65367545698756,-1.2735002334425332,51.72724353157042,52.146819664889485,0.41957613331906174,81.06352974629893,77.6515724520398,-3.4119572942591248,61.79655369878703,61.14842001145298,-0.6481336873340524,66.7838757770964,67.78624192059094,1.002366143494541,56.47873392680515,57.418397626112764,0.9396636993076157,76.49627536604162,75.24700988039521,-1.2492654856464043,5.0,9.0,4.0,77.0,75.0,-2.0,362.0,327.0,-35.0,513.0,525.0,12.0,2022.0,2022.0,0.0,-1.2735002334425332,-3.7539249999999953,75.15557683101962,78.95266868076536,3.7970918497457404,77.64589515331355,77.54698318496538,-0.09891196834816185,76.38044271466796,78.2435129740519,1.8630702593839317,77.38086834004162,77.27231568210206,-0.10855265793955482,100.0,100.0,0.0,73.68686868686869,73.23232323232324,-0.45454545454545325,association-only
data40-3,65.69468255373401,66.23133295439135,0.5366504006573365,53.807899402952195,56.442014376110606,2.634114973158411,81.57985361536637,79.08778284499243,-2.4920707703739424,63.68842105263157,66.18105263157895,2.492631578947382,69.58962090541038,70.46534564691115,0.8757247415007612,62.08,63.36000000000001,1.2800000000000082,79.86633249791144,81.02310231023102,1.156769812319581,2.0,1.0,-1.0,17.0,23.0,6.0,91.0,95.0,4.0,144.0,133.0,-11.0,625.0,625.0,0.0,0.5366504006573365,6.524499999999996,84.37978560490046,71.62162162162163,-12.758163983278834,88.16000000000001,84.8,-3.3600000000000136,86.2284820031299,77.65567765567766,-8.572804347452234,79.3371702873988,78.82639534912019,-0.5107749382786153,100.0,100.0,0.0,85.06711409395973,80.53691275167785,-4.5302013422818845,association-only
data40-4,40.42695476411745,40.23431384222648,-0.1926409218909697,34.665574770237555,30.897389648686858,-3.7681851215506974,48.17596751045469,53.89942398670306,5.723456476248373,41.677177693689565,36.43695294882085,-5.240224744868712,51.516583199470844,53.46157081569134,1.9449876162204944,34.38634713144517,31.372549019607842,-3.0137981118373283,57.76796467282216,56.53206650831354,-1.235898164508619,29.0,17.0,-12.0,136.0,89.0,-47.0,626.0,498.0,-128.0,1152.0,1375.0,223.0,2754.0,2754.0,0.0,-0.1926409218909697,-0.4041250000000005,60.36036036036037,57.26238286479251,-3.0979774955678607,65.68627450980392,62.1278140885984,-3.558460421205524,62.910798122065735,59.59595959595959,-3.3148385261061435,64.99869171622677,67.76570925376939,2.767017537542614,99.29667519181585,99.6096291476903,0.3129539558744483,59.22959572845157,58.3905415713196,-0.8390541571319687,detection-only
data40-5,71.01227777482883,73.87919455100096,2.8669167761721326,65.12941121310843,67.20583836918645,2.076427156078026,78.1384391567102,82.00287582279978,3.864436666089574,75.95012922932331,75.59328007518798,-0.35684915413533247,75.46583397779173,78.50661135597615,3.0407773781844156,74.44196428571429,78.82254464285714,4.380580357142847,81.40731469892921,86.53873489694385,5.131420198014638,17.0,18.0,1.0,71.0,63.0,-8.0,461.0,304.0,-157.0,438.0,437.0,-1.0,3584.0,3584.0,0.0,2.8669167761721326,1.7563749999999914,79.37285644292014,78.35151515151514,-1.021341291404994,90.40178571428571,90.17857142857143,-0.2232142857142776,84.52908948604227,83.8500454014788,-0.679044084563472,83.48337445086167,83.09150537565849,-0.39186907520318925,99.967958987504,100.0,0.03204101249599489,88.56088560885608,88.33380641498722,-0.22707919386886033,improved
data41-1,77.96969015077062,73.89159368287889,-4.078096467891726,68.15419024734983,62.33569460105238,-5.81849564629745,89.75525859721773,88.1601167690673,-1.5951418281504317,85.23995940263885,82.06466579672322,-3.175293605915627,72.97666335650446,68.16813200048175,-4.808531356022712,69.42148760330579,60.33057851239669,-9.0909090909091,85.89580686149937,82.0,-3.8958068614993664,0.0,0.0,0.0,7.0,7.0,0.0,86.0,109.0,23.0,25.0,35.0,10.0,363.0,363.0,0.0,-4.078096467891726,-7.501500000000007,76.05321507760532,68.4,-7.65321507760531,94.49035812672176,94.21487603305785,-0.27548209366391063,84.27518427518427,79.25840092699885,-5.016783348185427,87.34890276202307,86.38407872902633,-0.964824032996745,100.0,100.0,0.0,92.69005847953217,92.10526315789474,-0.5847953216374293,detection-dominant
data42-1,72.92791984959266,72.29279814940061,-0.6351217001920446,66.62165672713009,65.75519781537317,-0.8664589117569221,80.76231749009742,80.33586711395061,-0.4264503761468035,74.67130423580751,73.14074539262336,-1.5305588431841528,79.68108321734798,79.95335328287274,0.27227006552476496,76.3806027229616,75.20269236652899,-1.177910356432605,84.1822632867409,84.20548054645683,0.02321725971592059,71.0,58.0,-13.0,145.0,148.0,3.0,531.0,503.0,-28.0,942.0,1060.0,118.0,6537.0,6537.0,0.0,-0.6351217001920446,-0.5722999999999985,88.50557620817844,88.16639135005256,-0.3391848581258756,91.05094079853143,89.8118402937127,-1.2391005048187225,89.76021716181572,88.98150954834799,-0.7787076134677307,84.69696380468699,84.36489564692943,-0.33206815775756127,99.77128782547501,99.7842114727567,0.012923647281681383,90.33131570563874,88.38802166295,-1.9432940426887484,detection-dominant
data42-2,67.8092526956762,68.584344857116,0.775092161439801,60.21623561228468,62.44268990541275,2.2264542931280715,78.85054889475201,78.03188883964542,-0.8186600551065908,69.05510593329552,70.59126759111294,1.5361616578174164,73.55791670098564,74.92066965751177,1.3627529565261227,70.95984329089127,75.26934378060724,4.3095004897159725,82.59661530689569,83.61069087241553,1.0140755655198461,16.0,21.0,5.0,64.0,61.0,-3.0,226.0,183.0,-43.0,351.0,301.0,-50.0,2042.0,2042.0,0.0,0.775092161439801,-0.2348750000000024,83.95360077332045,84.73210052157421,0.7784997482537648,85.06366307541626,87.5122428991185,2.4485798237022465,84.50498662126003,86.0997350036136,1.594748382353572,79.17018120343839,79.19067479414676,0.020493590708369425,99.81331673926572,99.87929993964997,0.06598320038425243,82.51028806584361,85.13374485596708,2.6234567901234698,association-only
data42-3,79.64646765126626,81.088460015433,1.4419923641667367,74.92389455221733,75.46583375403696,0.5419392018196305,85.45515914325028,87.87670672609622,2.421547582845932,78.89941254046276,80.00639411741199,1.1069815769492237,85.66407775415456,87.08133971291868,1.417261958764115,87.62338648443432,84.28246013667426,-3.3409263477600604,90.51383399209486,89.75069252077562,-0.7631414713192441,9.0,6.0,-3.0,16.0,25.0,9.0,25.0,47.0,22.0,129.0,154.0,25.0,1317.0,1317.0,0.0,1.4419923641667367,0.1322500000000062,96.73306772908367,92.35569422776912,-4.377373501314551,92.17919514047077,89.90129081245254,-2.2779043280182236,94.40124416796267,91.1119661408234,-3.289278027139275,84.83831750235137,87.50940016266337,2.6710826603119955,100.0,100.0,0.0,91.7329093799682,88.87122416534181,-2.861685214626391,improved
data46-11,46.91762987979368,48.43634754762044,1.5187176678267633,32.66859353229136,36.33821521554153,3.6696216832501705,68.64702932995786,65.98344417531237,-2.6635851546454887,38.93331680201682,42.95869237286385,4.025375570847032,58.71116512417811,61.3546483030005,2.643483178822393,27.143044104174844,32.79675435152467,5.653710247349824,53.462385898646524,55.77707643753368,2.314690538887156,51.0,66.0,15.0,218.0,225.0,7.0,1471.0,1389.0,-82.0,4045.0,3680.0,-365.0,7641.0,7641.0,0.0,1.5187176678267633,4.595550000000003,67.94305351006382,68.1450357920946,0.20198228203078372,54.33843737730663,57.309252715613134,2.970815338306501,60.38394415357766,62.259188170896415,1.8752440173187566,76.1021208153546,76.06318629567762,-0.038934519676971036,99.61160020714655,99.29043308049914,-0.3211671266474099,51.27965875766463,54.09224206878166,2.812583311117031,association-only
data46-12,60.74931221534436,60.40129238120505,-0.3480198341393077,45.083533366902095,44.33182722013151,-0.7517061467705872,83.74026613191259,83.78260782223379,0.04234169032119439,50.19407605933183,50.97731158449241,0.7832355251605847,73.2492666644189,69.64096898918962,-3.608297675229281,49.539069359086916,47.8270412642669,-1.7120280948200133,69.26282886168273,69.2434418958307,-0.019386965852035587,7.0,6.0,-1.0,69.0,73.0,4.0,429.0,575.0,146.0,1863.0,1796.0,-67.0,4556.0,4556.0,0.0,-0.3480198341393077,3.9620749999999987,86.44214162348878,80.82726326742976,-5.614878356059023,65.91308165057067,68.19578577699737,2.282704126426694,74.79452054794521,73.97619047619047,-0.8183300717547439,80.35651698424454,79.94668741375064,-0.4098295704938977,99.96496145760337,100.0,0.0350385423966344,64.11235955056179,66.2247191011236,2.1123595505618056,detection-only
data47-1,51.27213720411446,55.98920821041221,4.717071006297751,47.60895132452605,55.218794065306675,7.609842740780621,63.83902082717815,64.99356180088898,1.15454097371083,55.62687205819425,62.430466409927256,6.803594351733004,60.01846722068329,64.52896948252985,4.510502261846554,47.15447154471545,63.00813008130082,15.853658536585371,62.0253164556962,70.24793388429752,8.222617428601325,8.0,5.0,-3.0,18.0,17.0,-1.0,52.0,39.0,-13.0,70.0,47.0,-23.0,246.0,246.0,0.0,4.717071006297751,0.9387500000000024,66.30434782608695,65.51724137931035,-0.7871064467766047,74.39024390243902,84.95934959349594,10.569105691056919,70.11494252873564,73.98230088495575,3.867358356220109,68.75604187733815,69.58842579827925,0.8323839209410977,99.35897435897436,98.89502762430939,-0.4639467346649724,64.58333333333334,74.58333333333333,9.999999999999986,improved
data47-2,59.06245943833737,56.23674544454709,-2.8257139937902807,48.974078286758434,44.55028680214217,-4.423791484616267,73.82073241062889,73.05940733584472,-0.7613250747841676,58.07570502186699,53.40446388176746,-4.671241140099525,68.12914639540027,65.97578015836051,-2.153366237039762,54.15472779369628,45.55873925501432,-8.595988538681958,70.22428460943541,65.87490102929533,-4.349383580140085,10.0,10.0,0.0,40.0,43.0,3.0,212.0,242.0,30.0,418.0,508.0,90.0,1396.0,1396.0,0.0,-2.8257139937902807,-2.1469625000000043,81.22769450392576,79.1885800150263,-2.0391144888994575,81.51862464183381,75.50143266475645,-6.01719197707736,81.37289953521632,77.30106343967729,-4.071836095539027,79.27664094760046,80.13143796947355,0.8547970218730967,99.72273567467653,100.0,0.2772643253234719,79.33823529411764,73.6764705882353,-5.661764705882334,detection-dominant
data47-3,65.20500675637308,61.509998438007166,-3.6950083183659146,53.72708948526913,47.59088261167559,-6.136206873593544,80.60376453514898,80.7374919076864,0.13372737253742173,61.406153907195424,56.65482968635308,-4.751324220842342,73.18532179505365,68.63254025474646,-4.552781540307194,61.28910667169243,49.00113079532605,-12.287975876366382,77.35191637630662,71.44332025603964,-5.908596120266978,6.0,6.0,0.0,40.0,39.0,-1.0,297.0,442.0,145.0,724.0,905.0,181.0,2653.0,2653.0,0.0,-3.6950083183659146,-3.656625000000002,87.12587125871258,79.67676767676768,-7.449103581944897,80.09800226159065,74.33094609875613,-5.767056162834521,83.46425765907306,76.91107644305772,-6.553181216015332,81.46725319737898,81.90591744403213,0.43866424665314696,99.9020568070519,100.0,0.09794319294809384,78.61271676300578,73.02504816955684,-5.587668593448939,detection-only
data47-4,65.19651898224544,62.76626481178852,-2.4302541704569194,57.607045338653236,51.13523307701806,-6.471812261635179,75.92248647770292,79.04371088994388,3.121224412240963,69.19428200129954,65.62053281351527,-3.573749187784273,68.35044929396662,62.166820560172354,-6.183628733794265,66.91358024691358,42.46913580246914,-24.444444444444443,79.2638036809816,70.63063063063063,-8.633173050350962,12.0,5.0,-7.0,39.0,44.0,5.0,133.0,253.0,120.0,123.0,208.0,85.0,810.0,810.0,0.0,-2.4302541704569194,0.3173750000000055,67.48350612629595,59.36329588014981,-8.120210246146137,88.39506172839506,78.2716049382716,-10.12345679012347,76.53661143773382,67.51863684771034,-9.017974590023485,77.19916581025336,79.1128965752781,1.913730765024738,100.0,100.0,0.0,86.20689655172413,74.93368700265252,-11.273209549071609,detection-only
data48-1,64.73243578314283,66.6174269891304,1.8849912059875606,62.31388604374437,64.54912385384533,2.235237810100962,68.79784275641252,68.91453932389705,0.1166965674845244,70.71321519880102,72.02680067001674,1.313585471215717,67.11572253367918,69.8051948051948,2.6894722715156263,84.25460636515912,85.76214405360135,1.507537688442227,90.86460032626428,92.82769991755977,1.9630995912954887,4.0,2.0,-2.0,11.0,9.0,-2.0,61.0,51.0,-10.0,29.0,32.0,3.0,597.0,597.0,0.0,1.8849912059875606,1.0073750000000032,73.67741935483872,81.13475177304964,7.457332418210925,95.64489112227805,95.81239530988275,0.16750418760469188,83.23615160349854,87.86482334869432,4.628671745195774,71.8407286565927,73.41384747313087,1.5731188165381695,99.81684981684981,100.0,0.1831501831501896,94.29065743944636,94.29065743944636,0.0,improved
data49-2,64.72253265158054,67.58049254040964,2.8579598888291002,51.06297805899743,54.69941379074938,3.636435731751952,82.28572507160484,83.78420898597813,1.4984839143732813,58.14086687306501,59.01238390092879,0.8715170278637814,75.56534685337195,82.4669565405499,6.901609687177952,52.20588235294118,59.85294117647059,7.647058823529406,71.47606382978722,74.95285444882565,3.4767906190384252,13.0,14.0,1.0,58.0,45.0,-13.0,414.0,192.0,-222.0,1198.0,1159.0,-39.0,3400.0,3400.0,0.0,2.8579598888291002,5.144874999999999,80.3157894736842,86.61150808574652,6.295718612062316,67.32352941176471,67.73529411764706,0.4117647058823479,73.24799999999999,76.01914507344446,2.7711450734444725,86.3329591697457,86.4576323695086,0.12467319976289559,99.90954319312529,99.91003148897886,0.0004882958535716853,66.4560770156438,66.81708784596871,0.3610108303249149,improved
